,브랜드명,중분류업종,창업비용(단위:천원),본사업력(년),본사부채비율(%),수익성,공정성,성장성,안정성
1971,신화신가네매운떡볶이,분식,32780,9,1,5,3,1,2
1972,에맥앤볼리오스(Emack,아이스크림/빙수,106050,6,137,3,3,3,3
1973,지유가오카브레드,제과제빵,110710,7,268,3,3,5,4
1974,돈까스파티,일식,59470,20,53,3,3,3,3
1975,구공탄곱창,한식,55000,11,123,5,3,3,3
1976,오목집,기타 외식,135800,7,117,4,3,4,3
1977,쿡친,한식,62720,10,1796,1,3,1,5
1978,그릴타이,기타 외국식,160100,10,96,4,3,2,3
1979,신이내린족발과보쌈,한식,140520,4,1905,1,3,0,5
1980,미스터빅,패스트푸드,132450,11,-271,1,3,1,1
1981,원가회관,한식,98800,5,1193,2,3,1,5
1982,삶다,한식,59640,5,334,4,3,5,4
1983,포인포카페,커피,131270,41,337,2,3,2,5
1984,데일리오아시스,커피,133900,3,-121,1,3,0,1
1985,신라명과,제과제빵,106800,40,159,3,3,3,4
1986,키친콜라보,기타 외식,27850,7,133,3,3,1,3
1987,한끼덮밥,한식,36400,3,87,4,3,0,3
1988,망고레이,음료 (커피 외),110100,8,-706,2,3,3,1
1989,바스버거(BAS,기타 외식,218400,9,69,3,3,4,3
1990,진가원,기타 외식,105400,7,53,4,3,1,3
1991,곱창파이터,기타 외식,65400,4,68,5,3,3,3
1992,쭈노떡볶이,패스트푸드,33670,15,189,4,3,1,4
1993,가마솥국밥.보쌈,한식,83510,8,111,2,3,1,3
1994,호반식,기타 외식,62375,33,647,1,3,2,5
1995,강촌식당,한식,115300,23,-640,1,3,1,1
1996,코지하우스,서양식,130400,9,195,4,3,5,4
1997,명동전가,한식,169100,17,33,2,3,1,2
1998,이지웨이(EasyWay),음료 (커피 외),94400,11,-290,2,3,1,1
1999,내품에돼지,한식,29700,7,1,5,3,5,1
2000,카페도헤이왕의커피,커피,46700,11,-284,4,3,2,1
2001,미스터스시,일식,166300,9,-383,1,3,2,1
2002,데일리오아시스,커피,133900,3,-121,1,3,0,1
2003,키친콜라보,기타 외식,27850,7,133,3,3,1,3
2004,한끼덮밥,한식,36400,3,87,4,3,0,3
2005,쿡친,한식,62720,10,1796,1,3,1,5
2006,스시메이진,일식,808600,8,-133,2,3,1,1
2007,바스버거(BAS,기타 외식,218400,9,69,3,3,4,3
2008,곱창파이터,기타 외식,65400,4,68,5,3,3,3
2009,그릴타이,기타 외국식,160100,10,96,4,3,2,3
2010,호반식,기타 외식,62375,33,647,1,3,2,5
2011,구공탄곱창,한식,55000,11,123,5,3,3,3
2012,강촌식당,한식,115300,23,-640,1,3,1,1
2013,코지하우스,서양식,130400,9,195,4,3,5,4
2014,오징어와친구들,기타 외식,37400,16,297,4,3,4,4
2015,가마솥국밥.보쌈,한식,83510,8,111,2,3,1,3
2016,신화신가네매운떡볶이,분식,32780,9,1,5,3,1,2
2017,내품에돼지,한식,29700,7,1,5,3,5,1
2018,거북이동네,한식,132295,3,82,5,3,0,3
2019,오오뎅뎅,주점,47310,15,659,2,3,1,5
2020,돈까스본능,서양식,33557,33,647,1,3,2,5
2021,진가원,기타 외식,105400,7,53,4,3,1,3
2022,마부곱창,한식,71000,4,93,3,3,0,3
2023,망고레이,음료 (커피 외),110100,8,-706,2,3,3,1
2024,무한리필,한식,141400,6,-937,1,3,3,1
2025,서민피자,피자,48200,10,93,5,3,4,3
2026,모두뼈다귀감자탕,한식,52030,8,70,5,3,5,3
2027,미스터빅,패스트푸드,132450,11,-271,1,3,1,1
2028,혼바비언,한식,29750,6,-322,1,3,4,1
2029,서리서리멸치국수,분식,69190,4,41,5,3,3,2
2030,신라명과,제과제빵,106800,40,159,3,3,3,4
2031,참한국밥,한식,76620,4,23,4,3,5,2
2032,몽이의주방,기타 외식,84200,3,236,1,3,0,4
2033,포인포카페,커피,131270,41,337,2,3,2,5
2034,달콤한삼겹살,한식,89250,6,2,4,3,5,2
2035,아자부,패스트푸드,282000,13,-470,2,2,1,1
2036,핫게이트99치킨,치킨,50950,4,-600,1,3,0,1
2037,마이쥬스,음료 (커피 외),113050,8,78,3,3,1,3
2038,이지웨이(EasyWay),음료 (커피 외),94400,11,-290,2,3,1,1
2039,초대마왕,패스트푸드,50171,13,-165,1,3,1,1
2040,트윗젤(Twitzel),제과제빵,103500,9,682,3,3,2,5
2041,프롬하와이,주점,121470,11,-142,1,3,2,1
2042,타이완슈가,음료 (커피 외),42600,4,249,5,3,0,4
2043,프레쉬윌,한식,60300,18,1199,2,3,2,5
2044,형제들,한식,92010,8,1161,2,3,3,5
2045,닭꾸버,치킨,28650,6,278,2,3,4,4
2046,다구오,기타 외국식,62800,4,84,2,3,0,3
2047,이천가든,한식,72850,9,487,3,3,4,5
2048,아시아문,기타 외국식,135124,4,84,2,3,0,3
2049,테루,일식,63319,4,217,1,3,3,4
2050,오비베어(OB,주점,55550,9,-1357,1,3,4,1
2051,강화통통,한식,86450,7,129,4,3,4,3
2052,만뽀,일식,154600,6,-250,2,3,3,1
2053,임성근,한식,316900,14,149,3,3,4,4
2054,프롬하와이,주점,121470,11,-142,1,3,2,1
2055,포인포카페,커피,131270,41,337,2,3,2,5
2056,아시아문,기타 외국식,135124,4,84,2,3,0,3
2057,다구오,기타 외국식,62800,4,84,2,3,0,3
2058,테루,일식,63319,4,217,1,3,3,4
2059,닭꾸버,치킨,28650,6,278,2,3,4,4
2060,간코,일식,102320,9,170,3,3,2,4
2061,날마다대박나는집,한식,506000,6,192,4,3,5,4
2062,신라명과,제과제빵,106800,40,159,3,3,3,4
2063,제주생선구이,한식,55050,4,398,4,3,3,5
2064,트윗젤(Twitzel),제과제빵,103500,9,682,3,3,2,5
2065,명동전가,한식,169100,17,33,2,3,1,2
2066,빠뮤(Pamu),제과제빵,194800,6,87,2,3,5,3
2067,79파운야드(79,제과제빵,94600,3,190,4,3,0,4
2068,배달5삼겹,기타 외식,16170,8,22,4,3,2,2
2069,예지현(YEZIHYUN),중식,117800,9,112,1,3,3,3
2070,빼돌린,한식,67625,9,19,4,3,2,2
2071,미스터빅,패스트푸드,132450,11,-271,1,3,1,1
2072,도리삼도리,한식,2200,9,121,4,3,4,3
2073,복닥찜닭,기타 외식,58946,10,351,2,3,2,5
2074,초대마왕,패스트푸드,50171,13,-165,1,3,1,1
2075,캐틀앤비,커피,298250,9,1649,1,3,1,5
2076,미술냉치즈등갈비,기타 외식,44220,16,1461,3,3,1,5
2077,휴블랑,서양식,297000,8,167,2,3,3,4
2078,한나낙지마당,한식,131600,14,-149,2,3,2,1
2079,좋은초밥,일식,18600,3,6,4,3,0,2
2080,등갈비애꼬치다,기타 외식,56750,8,67,5,3,0,3
2081,닭권브이,치킨,32300,3,1648,4,3,4,5
2082,스테이크보스,기타 외식,53800,8,243,4,3,5,4
2083,치킨처럼,치킨,133900,4,1418,2,3,2,5
2084,치로와친구들키즈카페,커피,352550,14,-374,1,3,1,1
2085,커피인더카툰,커피,163050,11,39,5,3,4,2
2086,마카오포차,주점,153910,10,461,4,3,5,5
2087,요거트맨,음료 (커피 외),72300,9,-204,5,3,4,1
2088,참진한,기타 외식,76500,12,-125,5,3,2,1
2089,꼴깍치킨,주점,79155,20,3741,2,3,2,5
2090,조선닭볶음탕,한식,52050,6,57,5,3,4,3
2091,일품투가리감자탕,한식,137550,4,-3102,2,3,5,1
2092,부함식당,한식,57000,12,138,4,3,1,4
2093,오독지글,한식,79700,7,42,5,3,1,2
2094,양철북,한식,88800,9,155,4,3,4,4
2095,대독장,한식,95950,9,-314,1,3,5,1
2096,레드썬,분식,62500,11,79,3,3,5,3
2097,더마스터커피,커피,63800,9,-126,1,3,1,1
2098,귀일,분식,60300,9,455,3,3,2,5
2099,감성분식청춘식당,분식,61050,18,394,1,3,1,5
2100,펍피맥,기타 외식,90880,20,26,2,3,2,2
2101,큰정할매순대국,한식,94860,10,733,2,3,2,5
2102,스테이크보스,기타 외식,53800,8,243,4,3,5,4
2103,로니로티,기타 외식,329150,10,7,3,3,2,2
2104,시골막국수와,한식,105300,8,76,4,3,4,3
2105,역대짬뽕,기타 외식,132354,9,228,5,3,4,4
2106,카페,커피,140300,9,86,3,3,1,3
2107,일구보쌈족발,한식,29500,14,120,4,3,3,3
2108,커피인더카툰,커피,163050,11,39,5,3,4,2
2109,바리스타비,커피,36300,14,198,2,3,2,4
2110,미술냉치즈등갈비,기타 외식,44220,16,1461,3,3,1,5
2111,핫프렌즈,분식,36850,6,22,1,3,2,2
2112,도쿄술집,주점,87500,17,309,3,3,2,4
2113,귀일,분식,60300,9,455,3,3,2,5
2114,캐틀앤비,커피,298250,9,1649,1,3,1,5
2115,휴블랑,서양식,297000,8,167,2,3,3,4
2116,갈비꽃,한식,132100,5,60,5,3,5,3
2117,토스트까페이순신,패스트푸드,68285,8,14,2,3,1,2
2118,치킨처럼,치킨,133900,4,1418,2,3,2,5
2119,닭권브이,치킨,32300,3,1648,4,3,4,5
2120,대독장,한식,95950,9,-314,1,3,5,1
2121,치로와친구들키즈카페,커피,352550,14,-374,1,3,1,1
2122,영칼로리,한식,38850,5,355,3,3,4,5
2123,꼴깍치킨,주점,79155,20,3741,2,3,2,5
2124,베트꽁쌀국수,기타 외국식,58000,7,395,4,3,1,5
2125,오독지글,한식,79700,7,42,5,3,1,2
2126,양철북,한식,88800,9,155,4,3,4,4
2127,참진한,기타 외식,76500,12,-125,5,3,2,1
2128,더코드,기타 외식,95500,7,-194,1,3,2,1
2129,쉐프밀(chefmeal),한식,100900,12,31200,1,3,1,5
2130,류재열의,한식,156450,13,4,5,3,1,2
2131,온마리,기타 외식,60090,9,3,5,3,3,2
2132,신도쿠리,주점,0,8,32,5,3,5,2
2133,레드썬,분식,62500,11,79,3,3,5,3
2134,닭깡,치킨,28380,13,-128,1,3,1,1
2135,한나낙지마당,한식,131600,14,-149,2,3,2,1
2136,왓삼,기타 외식,89700,7,989,5,3,2,5
2137,세븐브로이펍,주점,129280,8,118,4,3,5,3
2138,만만코코로,주점,101550,7,214,2,3,1,4
2139,토스트카페마리,제과제빵,66450,4,-220,1,3,4,1
2140,카니발피자,피자,245000,7,30,5,3,5,2
2141,스시야마,일식,163050,10,-271,2,3,5,1
2142,개성보쌈,한식,78530,15,157,3,3,2,4
2143,서소문족발,기타 외식,128129,8,52,2,3,3,2
2144,한왕스1980,서양식,52150,10,-193,2,3,1,1
2145,정온달집,한식,105300,3,72,5,3,0,3
2146,멕시칸요녀석,기타 외국식,27500,4,140,5,3,5,4
2147,이수근의술집,주점,104871,14,-366,3,3,4,1
2148,통돼지두루치기,기타 외식,41600,7,271,3,3,4,4
2149,이여사나무김밥,분식,58320,10,6,2,3,0,2
2150,치킨처럼,치킨,133900,4,1418,2,3,2,5
2151,꼴깍치킨,주점,79155,20,3741,2,3,2,5
2152,오독지글,한식,79700,7,42,5,3,1,2
2153,양철북,한식,88800,9,155,4,3,4,4
2154,왓삼,기타 외식,89700,7,989,5,3,2,5
2155,금복주류,주점,62500,10,139,4,3,3,3
2156,에그홀릭(EGG,제과제빵,68860,3,2010,3,3,0,5
2157,통돼지두루치기,기타 외식,41600,7,271,3,3,4,4
2158,짬뽕타운,중식,98220,3,889,3,3,0,5
2159,랜돌프,주점,125000,3,-624,1,3,0,1
2160,탕수육본능,중식,33557,33,647,1,3,2,5
2161,바리스타비,커피,36300,14,198,2,3,2,4
2162,만만코코로,주점,101550,7,214,2,3,1,4
2163,홍코너,분식,49520,7,166,5,3,5,4
2164,이여사나무김밥,분식,58320,10,6,2,3,0,2
2165,온마리,기타 외식,60090,9,3,5,3,3,2
2166,한나낙지마당,한식,131600,14,-149,2,3,2,1
2167,참진한,기타 외식,76500,12,-125,5,3,2,1
2168,닭권브이,치킨,32300,3,1648,4,3,4,5
2169,스시야마,일식,163050,10,-271,2,3,5,1
2170,서소문족발,기타 외식,128129,8,52,2,3,3,2
2171,세븐브로이펍,주점,129280,8,118,4,3,5,3
2172,치로와친구들키즈카페,커피,352550,14,-374,1,3,1,1
2173,미친돼지,한식,45350,6,-116,1,3,4,1
2174,바로주스(BARO,음료 (커피 외),62800,12,209,3,3,2,4
2175,쉐프가만든떡볶이,분식,60990,10,340,2,3,4,5
2176,한왕스1980,서양식,52150,10,-193,2,3,1,1
2177,치킨선수,치킨,49950,5,-678,2,3,5,1
2178,호키네유부,일식,75400,6,76,4,3,2,3
2179,육회한통닭,치킨,62720,7,4,5,3,3,2
2180,카페더치즈케익,제과제빵,141790,8,664,4,3,4,5
2181,무교동유정낙지,한식,122750,11,143,2,3,2,4
2182,쉐프밀(chefmeal),한식,100900,12,31200,1,3,1,5
2183,국민수육국밥&막국수,한식,94870,9,83,4,3,2,3
2184,레드썬,분식,62500,11,79,3,3,5,3
2185,장인원조큰손할매순대국웰빙시래기해장국,한식,75900,8,-107,1,3,5,1
2186,스시아오,일식,112450,4,82,5,3,5,3
2187,정대박나주곰탕,한식,129050,25,74,5,3,4,3
2188,푸르맘찬,한식,56100,10,5,2,3,2,2
2189,돈페플러스,분식,43800,10,148,4,3,5,4
2190,후라토식당,일식,105760,5,96,5,3,5,3
2191,오빠담치킨,치킨,13400,11,236,4,3,1,4
2192,엉뚱한삼겹살,한식,131500,5,41,5,3,0,2
2193,조미료를넣지않은참마마된장,한식,96850,6,-317,2,3,5,1
2194,부래옥,기타 외식,200800,9,53,5,3,4,3
2195,땡스피자,피자,96300,4,-255,1,3,0,1
2196,와리터(waliter),커피,75400,8,-128,1,3,1,1
2197,갈비씨,한식,84600,15,976,3,3,3,5
2198,황소갈비,한식,137270,6,292900,2,3,1,5
2199,이수근의술집,주점,104871,14,-366,3,3,4,1
2200,갈비씨,한식,84600,15,976,3,3,3,5
2201,짬뽕빡쓰,중식,53600,3,554,3,3,0,5
2202,무교동유정낙지,한식,122750,11,143,2,3,2,4
2203,오전복,한식,74600,4,-877,2,3,5,1
2204,한왕스1980,서양식,52150,10,-193,2,3,1,1
2205,국민수육국밥&막국수,한식,94870,9,83,4,3,2,3
2206,참진한,기타 외식,76500,12,-125,5,3,2,1
2207,단골손님,주점,99000,6,-5374,2,3,1,1
2208,엉뚱한삼겹살,한식,131500,5,41,5,3,0,2
2209,잔잔,주점,179200,5,14,2,3,5,2
2210,조미료를넣지않은참마마된장,한식,96850,6,-317,2,3,5,1
2211,락꼬꼬,치킨,31350,37,94,2,3,1,3
2212,진수곱창,한식,84700,3,13,5,3,0,2
2213,바리스타비,커피,36300,14,198,2,3,2,4
2214,장인원조큰손할매순대국웰빙시래기해장국,한식,75900,8,-107,1,3,5,1
2215,한나낙지마당,한식,131600,14,-149,2,3,2,1
2216,치로와친구들키즈카페,커피,352550,14,-374,1,3,1,1
2217,계릴라도리탕,한식,31333,4,10949,2,3,5,5
2218,황소갈비,한식,137270,6,292900,2,3,1,5
2219,햇살치킨,치킨,73150,18,78,1,3,2,3
2220,꼬치선생101,기타 외식,88600,6,-599,1,3,5,1
2221,쉐프밀(chefmeal),한식,100900,12,31200,1,3,1,5
2222,무한리필삼겹시대,기타 외식,91000,6,130,4,3,3,4
2223,와리터(waliter),커피,75400,8,-128,1,3,1,1
2224,브로스비어,주점,55910,10,23,2,3,3,2
2225,하즈벤(HAZBEN),일식,107150,7,-496,1,3,5,1
2226,2代맛태,기타 외식,91650,4,50,4,3,3,2
2227,치킨빵야,치킨,29380,25,195,3,3,0,4
2228,닭권브이,치킨,32300,3,1648,4,3,4,5
2229,푸르맘찬,한식,56100,10,5,2,3,2,2
2230,화레무,기타 외식,9700,8,0,5,3,4,2
2231,레드썬,분식,62500,11,79,3,3,5,3
2232,만고땡,주점,59400,19,230,5,3,5,4
2233,시오도메,일식,120500,11,392,1,3,2,5
2234,해장꾹이,한식,140600,9,149,3,3,4,4
2235,부래옥,기타 외식,200800,9,53,5,3,4,3
2236,봉할매김치찌개불백,한식,94600,7,-116,1,3,1,1
2237,말리따(MALITTA),커피,48000,8,243,3,3,2,4
2238,시골막국수와,한식,105300,8,76,4,3,4,3
2239,닭강정,치킨,22283,7,105,1,3,2,3
2240,이수근의술집,주점,104871,14,-366,3,3,4,1
2241,청춘닭꼬치,기타 외식,64600,6,156,4,3,1,4
2242,코끼리가반한핫도그,패스트푸드,36800,13,416,2,3,3,5
2243,팔팔닭국수,한식,55900,4,-45,1,3,5,1
2244,최숙이네,기타 외식,91900,10,135,2,3,2,3
2245,포메인RED,기타 외식,113790,17,17,4,3,3,2
2246,마카나이,일식,51700,6,1919,1,3,2,5
2247,동성로매콩돈까스와,서양식,75480,6,100,5,3,2,3
2248,오장동흥남집,기타 외식,124500,8,240,1,3,2,4
2249,팔덕식당,한식,122900,3,21,4,3,0,2
2250,동성로매콩돈까스와,서양식,75480,6,100,5,3,2,3
2251,오장동흥남집,기타 외식,124500,8,240,1,3,2,4
2252,오후엔치킨,치킨,58180,9,23,1,3,2,2
2253,팔덕식당,한식,122900,3,21,4,3,0,2
2254,수돈재,한식,105650,10,184,3,3,3,4
2255,문래돼지불백,한식,67100,7,3,4,3,3,2
2256,오규당,기타 외식,151900,4,130,3,3,2,3
2257,제주면장,한식,101800,11,116,3,3,2,3
2258,리얼후라이,치킨,63050,7,1408,2,3,2,5
2259,케그비어(KEG,주점,65450,9,28,5,3,2,2
2260,시골보쌈&감자옹심이,기타 외식,147800,12,291,3,3,1,4
2261,나주곰탕염대감,한식,184550,10,190,4,3,5,4
2262,청춘꼬마김밥앤떡볶이,분식,71882,4,1121,2,3,0,5
2263,라벨스하이디,커피,114080,6,-178,1,3,3,1
2264,소래버섯나라,한식,183370,14,-108,1,3,3,1
2265,갈비만,한식,283500,6,17,5,3,4,2
2266,채우락,기타 외식,143900,19,78,2,3,4,3
2267,참숯불닭발불떡볶이,분식,52930,6,22,1,3,2,2
2268,통독상회,치킨,40950,3,-652,1,3,0,1
2269,WOO'Z,제과제빵,443100,6,1682,5,3,4,5
2270,듬박이찌개,한식,41150,3,-3875,1,3,0,1
2271,낭만갈비,한식,135300,9,139,4,3,2,4
2272,금미덕,중식,141320,8,-240,1,3,5,1
2273,재벌술상,주점,52500,9,180,4,3,5,4
2274,청정고을순대,기타 외식,97050,6,91,5,3,3,3
2275,이탄집,기타 외식,204410,6,157,3,3,4,4
2276,아띠몽,패스트푸드,41040,8,403,4,3,3,5
2277,최숙이네,기타 외식,91900,10,135,2,3,2,3
2278,카페,커피,189300,14,1483,3,3,2,5
2279,소이연남,기타 외국식,352000,8,-489,1,3,3,1
2280,레드락,주점,79420,8,-121,4,3,3,1
2281,대패장사,한식,69100,2,8,5,3,2,2
2282,안흥갈비,한식,93200,9,74,4,3,3,3
2283,용피자,피자,59320,4,-247,1,3,0,1
2284,리원,기타 외식,193268,6,78,5,3,3,3
2285,명태골,한식,111150,5,4,5,3,5,2
2286,만끽치킨,치킨,114650,14,556,3,3,2,5
2287,1일족발,한식,82800,6,12,5,3,1,2
2288,알리바바쏙쏙김밥,분식,66250,7,-204,2,3,4,1
2289,길세이로무시,한식,101200,3,8,1,3,0,2
2290,비어팩토리,주점,104000,19,141,3,3,1,4
2291,샤브20,한식,310100,5,152,5,3,5,4
2292,서울맥주,주점,85350,12,932,3,3,1,5
2293,더착한커피,커피,81800,5,-229,1,3,0,1
2294,미사랑임실치즈피자,피자,74792,17,1372,2,3,3,5
2295,청초수물회&섭국,기타 외식,86400,10,509,3,3,3,5
2296,집밥이좋다,한식,71620,8,133,3,3,4,4
2297,행당족발,기타 외식,58550,11,134,5,3,2,4
2298,투엔디,기타 외식,151080,13,318,2,3,4,5
2299,292짬떡,분식,45120,7,2693,1,3,1,5
2300,금미덕,중식,141320,8,-240,1,3,5,1
2301,집밥이좋다,한식,71620,8,133,3,3,4,4
2302,시골보쌈&감자옹심이,기타 외식,147800,12,291,3,3,1,4
2303,292짬떡,분식,45120,7,2693,1,3,1,5
2304,한국수,분식,114121,8,19,5,3,2,2
2305,낙원스낵,피자,98500,6,70,5,3,4,3
2306,오덕후,한식,41810,5,608,3,3,4,5
2307,헤비스테이크,서양식,141900,5,389,3,3,4,5
2308,미도인(味道人),기타 외식,139950,4,172,2,3,5,4
2309,오빠네옛날떡볶이,분식,55000,5,260,4,3,4,4
2310,안흥갈비,한식,93200,9,74,4,3,3,3
2311,딸부자꼬마김밥,분식,35100,5,2,5,3,4,2
2312,서울만두,기타 외식,80950,9,-2936,1,3,4,1
2313,나성갈비,기타 외식,113705,16,134,3,3,2,3
2314,소래버섯나라,한식,183370,14,-108,1,3,3,1
2315,서울맥주,주점,85350,12,932,3,3,1,5
2316,무한생쪽갈비찜,한식,48400,8,142,5,3,4,4
2317,본구이,기타 외식,285800,5,86,4,3,2,3
2318,레드문,주점,0,8,8,4,3,0,2
2319,리원,기타 외식,193268,6,78,5,3,3,3
2320,하늘소불고기,한식,31600,3,168,3,3,0,4
2321,채우락,기타 외식,143900,19,78,2,3,4,3
2322,청담동꿀꽈배기,제과제빵,83400,3,26,3,3,0,2
2323,최숙이네,기타 외식,91900,10,135,2,3,2,3
2324,온더블랙(ON,서양식,188750,8,-291,2,3,2,1
2325,센치한닭,치킨,95650,8,-283,1,3,5,1
2326,노상치킨,치킨,44800,11,458,3,3,4,5
2327,청정고을순대,기타 외식,97050,6,91,5,3,3,3
2328,돼지코생곱창갈비,한식,84765,5,913,3,3,4,5
2329,카페,제과제빵,72100,5,8131,2,3,0,5
2330,뚱뚱이할머니족발보쌈,한식,20680,9,1132,3,3,4,5
2331,언노운커피,커피,61300,9,3775,1,3,1,5
2332,만끽치킨,치킨,114650,14,556,3,3,2,5
2333,카페,커피,189300,14,1483,3,3,2,5
2334,청춘명랑치킨,치킨,59938,5,584,3,3,4,5
2335,어풍당당,기타 외식,159300,7,-145,1,3,2,1
2336,하드투포겟,주점,61850,5,-244,1,3,4,1
2337,주박사네,한식,85600,9,614,3,3,5,5
2338,비어팩토리,주점,104000,19,141,3,3,1,4
2339,미사랑임실치즈피자,피자,74792,17,1372,2,3,3,5
2340,청초수물회&섭국,기타 외식,86400,10,509,3,3,3,5
2341,행당족발,기타 외식,58550,11,134,5,3,2,4
2342,레인보우마카롱,제과제빵,63410,3,346,4,3,0,5
2343,더블핸드스테이크,기타 외식,61500,7,951,2,3,2,5
2344,백년시래기,한식,104500,8,489,4,3,5,5
2345,쏘닭,치킨,45670,8,364,3,3,5,5
2346,칠칠켄터키,치킨,83300,7,9961,3,3,1,5
2347,눈꽃시,기타 외식,171430,9,26,4,3,0,2
2348,고선생고로케,제과제빵,73200,9,274,2,3,1,4
2349,모던불닭,한식,31600,3,28,3,3,0,2
2350,모던불닭,한식,31600,3,28,3,3,0,2
2351,모소리,기타 외식,107300,5,107,3,3,3,3
2352,센치한닭,치킨,95650,8,-283,1,3,5,1
2353,뉴욕핫도그&치킨,패스트푸드,82420,9,240,3,3,4,4
2354,원청담면옥,한식,167200,4,7344,3,3,4,5
2355,더블핸드스테이크,기타 외식,61500,7,951,2,3,2,5
2356,소래버섯나라,한식,183370,14,-108,1,3,3,1
2357,홍마떡,분식,98819,4,-537,1,3,5,1
2358,채우락,기타 외식,143900,19,78,2,3,4,3
2359,백년시래기,한식,104500,8,489,4,3,5,5
2360,언노운커피,커피,61300,9,3775,1,3,1,5
2361,주박사네,한식,85600,9,614,3,3,5,5
2362,아띠몽,패스트푸드,41040,8,403,4,3,3,5
2363,오버더디쉬(OVER,기타 외식,610750,9,1124,2,3,5,5
2364,피자닷,피자,43480,7,888,5,3,4,5
2365,피자쿠치나,피자,58300,9,-179,1,3,0,1
2366,눈꽃시,기타 외식,171430,9,26,4,3,0,2
2367,오마이카츠,분식,42050,6,-116,1,3,4,1
2368,꽈배기킹,제과제빵,35980,3,3457,2,3,0,5
2369,청정고을순대,기타 외식,97050,6,91,5,3,3,3
2370,쏘닭,치킨,45670,8,364,3,3,5,5
2371,비어팩토리,주점,104000,19,141,3,3,1,4
2372,고선생고로케,제과제빵,73200,9,274,2,3,1,4
2373,행당족발,기타 외식,58550,11,134,5,3,2,4
2374,모찌이야기,기타 외식,77325,9,167,4,3,3,4
2375,청초수물회&섭국,기타 외식,86400,10,509,3,3,3,5
2376,카페,커피,189300,14,1483,3,3,2,5
2377,뚱뚱이할머니족발보쌈,한식,20680,9,1132,3,3,4,5
2378,양철식당,한식,118500,3,-298,1,3,0,1
2379,민혁이네외국포차,주점,116050,8,-324,2,3,1,1
2380,무한장소,한식,147650,7,717,2,3,1,5
2381,투엔디,기타 외식,151080,13,318,2,3,4,5
2382,다찜,한식,96600,5,63,5,3,3,3
2383,GODAM,서양식,455400,6,76,1,3,0,3
2384,첨단돌솥감자탕,기타 외식,104550,7,60,5,3,0,3
2385,반반식당,한식,188700,12,-305,2,3,2,1
